batchnum,loss,cer,time
batch 75500, ctc loss: 1.133475, cer: 0.226445, time/batch:   0.729
batch 75600, ctc loss: 1.115621, cer: 0.226652, time/batch:   0.738
batch 75700, ctc loss: 1.119523, cer: 0.228550, time/batch:   0.752
batch 75800, ctc loss: 1.110166, cer: 0.230490, time/batch:   0.742
batch 75900, ctc loss: 1.116893, cer: 0.230944, time/batch:   0.754
batch 76000, ctc loss: 1.120228, cer: 0.228798, time/batch:   0.754
batch 76100, ctc loss: 1.113685, cer: 0.228138, time/batch:   0.761
batch 76200, ctc loss: 1.114904, cer: 0.231645, time/batch:   0.756
batch 76300, ctc loss: 1.103882, cer: 0.225703, time/batch:   0.765
batch 76400, ctc loss: 1.111818, cer: 0.227147, time/batch:   0.768
batch 76500, ctc loss: 1.111872, cer: 0.224423, time/batch:   0.765
batch 76600, ctc loss: 1.103924, cer: 0.227684, time/batch:   0.753
batch 76700, ctc loss: 1.116532, cer: 0.225249, time/batch:   0.763
batch 76800, ctc loss: 1.102323, cer: 0.225785, time/batch:   0.730
batch 76900, ctc loss: 1.102849, cer: 0.227271, time/batch:   0.754
batch 77000, ctc loss: 1.103197, cer: 0.230531, time/batch:   0.754
batch 77100, ctc loss: 1.101153, cer: 0.228550, time/batch:   0.727
batch 77200, ctc loss: 1.131541, cer: 0.228839, time/batch:   0.751
batch 77300, ctc loss: 1.116649, cer: 0.228757, time/batch:   0.741
batch 77400, ctc loss: 1.105158, cer: 0.228096, time/batch:   0.745
batch 77500, ctc loss: 1.099522, cer: 0.226157, time/batch:   0.745
batch 77600, ctc loss: 1.107272, cer: 0.228550, time/batch:   0.754
batch 77700, ctc loss: 1.102230, cer: 0.225207, time/batch:   0.739
batch 77800, ctc loss: 1.108984, cer: 0.226239, time/batch:   0.726
batch 77900, ctc loss: 1.110315, cer: 0.229582, time/batch:   0.749
batch 78000, ctc loss: 1.135477, cer: 0.231068, time/batch:   0.758
batch 78100, ctc loss: 1.120880, cer: 0.228798, time/batch:   0.764
batch 78200, ctc loss: 1.123146, cer: 0.229582, time/batch:   0.764
batch 78300, ctc loss: 1.123466, cer: 0.229458, time/batch:   0.741
batch 78400, ctc loss: 1.111881, cer: 0.228468, time/batch:   0.749
batch 78500, ctc loss: 1.108426, cer: 0.228096, time/batch:   0.750
batch 78600, ctc loss: 1.113959, cer: 0.226982, time/batch:   0.742
batch 78700, ctc loss: 1.120514, cer: 0.228633, time/batch:   0.751
batch 78800, ctc loss: 1.112172, cer: 0.227188, time/batch:   0.771
batch 78900, ctc loss: 1.111952, cer: 0.226611, time/batch:   0.754
batch 79000, ctc loss: 1.120641, cer: 0.229953, time/batch:   0.745
batch 79100, ctc loss: 1.115028, cer: 0.228055, time/batch:   0.750
batch 79200, ctc loss: 1.112728, cer: 0.226404, time/batch:   0.763
batch 79300, ctc loss: 1.114708, cer: 0.226033, time/batch:   0.748
batch 79400, ctc loss: 1.115727, cer: 0.228839, time/batch:   0.751
batch 79500, ctc loss: 1.116429, cer: 0.229169, time/batch:   0.748
batch 79600, ctc loss: 1.114463, cer: 0.229499, time/batch:   0.746
batch 79700, ctc loss: 1.115966, cer: 0.227849, time/batch:   0.753
batch 79800, ctc loss: 1.114096, cer: 0.229830, time/batch:   0.738
batch 79900, ctc loss: 1.101765, cer: 0.229830, time/batch:   0.733
batch 80000, ctc loss: 1.096492, cer: 0.227477, time/batch:   0.753
batch 80100, ctc loss: 1.115772, cer: 0.228426, time/batch:   0.754
batch 80200, ctc loss: 1.129339, cer: 0.229417, time/batch:   0.751
batch 80300, ctc loss: 1.116425, cer: 0.229045, time/batch:   0.773
batch 80400, ctc loss: 1.128561, cer: 0.227890, time/batch:   0.757
batch 80500, ctc loss: 1.116844, cer: 0.228014, time/batch:   0.762
batch 80600, ctc loss: 1.119230, cer: 0.226239, time/batch:   0.748
batch 80700, ctc loss: 1.101862, cer: 0.225455, time/batch:   0.751
batch 80800, ctc loss: 1.100413, cer: 0.227807, time/batch:   0.757
batch 80900, ctc loss: 1.111649, cer: 0.226982, time/batch:   0.751
batch 81000, ctc loss: 1.118902, cer: 0.227849, time/batch:   0.765
batch 81100, ctc loss: 1.116849, cer: 0.225620, time/batch:   0.761
batch 81200, ctc loss: 1.116591, cer: 0.228344, time/batch:   0.766
batch 81300, ctc loss: 1.117449, cer: 0.230903, time/batch:   0.746
batch 81400, ctc loss: 1.133298, cer: 0.227518, time/batch:   0.739
batch 81500, ctc loss: 1.118487, cer: 0.228674, time/batch:   0.758
batch 81600, ctc loss: 1.129500, cer: 0.230655, time/batch:   0.738
batch 81700, ctc loss: 1.114520, cer: 0.230531, time/batch:   0.749
batch 81800, ctc loss: 1.104088, cer: 0.228509, time/batch:   0.756
batch 81900, ctc loss: 1.101210, cer: 0.228757, time/batch:   0.760
batch 82000, ctc loss: 1.101555, cer: 0.225868, time/batch:   0.752
batch 82100, ctc loss: 1.097639, cer: 0.224465, time/batch:   0.749
batch 82200, ctc loss: 1.101776, cer: 0.222153, time/batch:   0.726
batch 82300, ctc loss: 1.094641, cer: 0.223433, time/batch:   0.751
batch 82400, ctc loss: 1.103739, cer: 0.226033, time/batch:   0.757
batch 82500, ctc loss: 1.102566, cer: 0.228509, time/batch:   0.739
batch 82600, ctc loss: 1.098753, cer: 0.226569, time/batch:   0.748
batch 82700, ctc loss: 1.090603, cer: 0.224712, time/batch:   0.753
batch 82800, ctc loss: 1.102683, cer: 0.223557, time/batch:   0.752
batch 82900, ctc loss: 1.112496, cer: 0.226693, time/batch:   0.742
batch 83000, ctc loss: 1.096948, cer: 0.226074, time/batch:   0.760
batch 83100, ctc loss: 1.098677, cer: 0.225042, time/batch:   0.735
batch 83200, ctc loss: 1.120182, cer: 0.226157, time/batch:   0.749
batch 83300, ctc loss: 1.104870, cer: 0.227106, time/batch:   0.744
batch 83400, ctc loss: 1.101503, cer: 0.225826, time/batch:   0.742
batch 83500, ctc loss: 1.110528, cer: 0.224299, time/batch:   0.760
batch 83600, ctc loss: 1.117677, cer: 0.223887, time/batch:   0.764
batch 83700, ctc loss: 1.108422, cer: 0.224382, time/batch:   0.731
batch 83800, ctc loss: 1.109898, cer: 0.225744, time/batch:   0.752
batch 83900, ctc loss: 1.108960, cer: 0.224671, time/batch:   0.768
batch 84000, ctc loss: 1.105288, cer: 0.224918, time/batch:   0.749
batch 84100, ctc loss: 1.105102, cer: 0.224836, time/batch:   0.744
batch 84200, ctc loss: 1.117328, cer: 0.224341, time/batch:   0.757
batch 84300, ctc loss: 1.117275, cer: 0.224836, time/batch:   0.740
batch 84400, ctc loss: 1.107268, cer: 0.223680, time/batch:   0.770
batch 84500, ctc loss: 1.113125, cer: 0.228550, time/batch:   0.764
batch 84600, ctc loss: 1.122000, cer: 0.227725, time/batch:   0.748
batch 84700, ctc loss: 1.125008, cer: 0.227188, time/batch:   0.752
batch 84800, ctc loss: 1.118754, cer: 0.227642, time/batch:   0.756
batch 84900, ctc loss: 1.104282, cer: 0.225909, time/batch:   0.756
batch 85000, ctc loss: 1.115092, cer: 0.225331, time/batch:   0.763
batch 85100, ctc loss: 1.104381, cer: 0.223350, time/batch:   0.759
batch 85200, ctc loss: 1.114621, cer: 0.223226, time/batch:   0.744
batch 85300, ctc loss: 1.105513, cer: 0.221080, time/batch:   0.759
batch 85400, ctc loss: 1.103268, cer: 0.222525, time/batch:   0.734
batch 85500, ctc loss: 1.110523, cer: 0.225620, time/batch:   0.728
batch 85600, ctc loss: 1.110051, cer: 0.225125, time/batch:   0.752
batch 85700, ctc loss: 1.095568, cer: 0.222855, time/batch:   0.750
batch 85800, ctc loss: 1.101420, cer: 0.222855, time/batch:   0.758
batch 85900, ctc loss: 1.109281, cer: 0.223804, time/batch:   0.756
batch 86000, ctc loss: 1.103362, cer: 0.224217, time/batch:   0.767
batch 86100, ctc loss: 1.104900, cer: 0.224918, time/batch:   0.743
batch 86200, ctc loss: 1.121135, cer: 0.224052, time/batch:   0.750
batch 86300, ctc loss: 1.107312, cer: 0.224052, time/batch:   0.745
batch 86400, ctc loss: 1.138360, cer: 0.227023, time/batch:   0.763
batch 86500, ctc loss: 1.116523, cer: 0.224547, time/batch:   0.747
batch 86600, ctc loss: 1.121151, cer: 0.223845, time/batch:   0.752
batch 86700, ctc loss: 1.124879, cer: 0.223928, time/batch:   0.734
batch 86800, ctc loss: 1.118887, cer: 0.222401, time/batch:   0.755
batch 86900, ctc loss: 1.109895, cer: 0.223515, time/batch:   0.742
batch 87000, ctc loss: 1.114473, cer: 0.224877, time/batch:   0.737
batch 87100, ctc loss: 1.121229, cer: 0.223392, time/batch:   0.771
batch 87200, ctc loss: 1.112388, cer: 0.222814, time/batch:   0.765
batch 87300, ctc loss: 1.121011, cer: 0.224547, time/batch:   0.747
batch 87400, ctc loss: 1.123128, cer: 0.222277, time/batch:   0.756
batch 87500, ctc loss: 1.117727, cer: 0.223680, time/batch:   0.737
batch 87600, ctc loss: 1.104889, cer: 0.223722, time/batch:   0.740
batch 87700, ctc loss: 1.115738, cer: 0.223061, time/batch:   0.745
batch 87800, ctc loss: 1.121011, cer: 0.223969, time/batch:   0.756
batch 87900, ctc loss: 1.118929, cer: 0.222566, time/batch:   0.760
batch 88000, ctc loss: 1.119716, cer: 0.221947, time/batch:   0.756
batch 88100, ctc loss: 1.118429, cer: 0.222566, time/batch:   0.760
batch 88200, ctc loss: 1.139103, cer: 0.223268, time/batch:   0.750
batch 88300, ctc loss: 1.137640, cer: 0.228261, time/batch:   0.743
batch 88400, ctc loss: 1.118173, cer: 0.226404, time/batch:   0.735
batch 88500, ctc loss: 1.118507, cer: 0.224052, time/batch:   0.764
batch 88600, ctc loss: 1.130841, cer: 0.224918, time/batch:   0.746
batch 88700, ctc loss: 1.127152, cer: 0.222401, time/batch:   0.734
batch 88800, ctc loss: 1.121297, cer: 0.224795, time/batch:   0.757
batch 88900, ctc loss: 1.110224, cer: 0.221947, time/batch:   0.744
batch 89000, ctc loss: 1.125580, cer: 0.222896, time/batch:   0.753
batch 89100, ctc loss: 1.129072, cer: 0.227518, time/batch:   0.736
batch 89200, ctc loss: 1.117948, cer: 0.225001, time/batch:   0.740
batch 89300, ctc loss: 1.130301, cer: 0.226198, time/batch:   0.755
batch 89400, ctc loss: 1.128268, cer: 0.224423, time/batch:   0.768
batch 89500, ctc loss: 1.127606, cer: 0.225166, time/batch:   0.753
batch 89600, ctc loss: 1.120048, cer: 0.223433, time/batch:   0.752
batch 89700, ctc loss: 1.129912, cer: 0.227436, time/batch:   0.750
batch 89800, ctc loss: 1.125526, cer: 0.225166, time/batch:   0.772
batch 89900, ctc loss: 1.148674, cer: 0.226322, time/batch:   0.736
batch 90000, ctc loss: 1.127640, cer: 0.226569, time/batch:   0.746
batch 90100, ctc loss: 1.125436, cer: 0.226445, time/batch:   0.751
batch 90200, ctc loss: 1.137685, cer: 0.228633, time/batch:   0.748
batch 90300, ctc loss: 1.134587, cer: 0.228385, time/batch:   0.742
batch 90400, ctc loss: 1.127900, cer: 0.225950, time/batch:   0.749
batch 90500, ctc loss: 1.118570, cer: 0.226115, time/batch:   0.753
batch 90600, ctc loss: 1.108087, cer: 0.226734, time/batch:   0.743
batch 90700, ctc loss: 1.133830, cer: 0.226652, time/batch:   0.750
batch 90800, ctc loss: 1.126937, cer: 0.225661, time/batch:   0.749
batch 90900, ctc loss: 1.112343, cer: 0.227477, time/batch:   0.727
batch 91000, ctc loss: 1.110476, cer: 0.223969, time/batch:   0.737
batch 91100, ctc loss: 1.126120, cer: 0.224423, time/batch:   0.742
batch 91200, ctc loss: 1.111543, cer: 0.223185, time/batch:   0.758
batch 91300, ctc loss: 1.113071, cer: 0.224176, time/batch:   0.760
batch 91400, ctc loss: 1.117910, cer: 0.224795, time/batch:   0.728
batch 91500, ctc loss: 1.101710, cer: 0.224506, time/batch:   0.737
batch 91600, ctc loss: 1.110916, cer: 0.221699, time/batch:   0.755
batch 91700, ctc loss: 1.123206, cer: 0.222566, time/batch:   0.770
batch 91800, ctc loss: 1.118207, cer: 0.222855, time/batch:   0.750
batch 91900, ctc loss: 1.109411, cer: 0.222525, time/batch:   0.752
batch 92000, ctc loss: 1.108918, cer: 0.226569, time/batch:   0.750
batch 92100, ctc loss: 1.118031, cer: 0.222319, time/batch:   0.752
batch 92200, ctc loss: 1.117925, cer: 0.221493, time/batch:   0.759
batch 92300, ctc loss: 1.124481, cer: 0.224258, time/batch:   0.748
batch 92400, ctc loss: 1.115232, cer: 0.223557, time/batch:   0.756
batch 92500, ctc loss: 1.100338, cer: 0.222772, time/batch:   0.755
batch 92600, ctc loss: 1.137145, cer: 0.226734, time/batch:   0.750
batch 92700, ctc loss: 1.114187, cer: 0.222938, time/batch:   0.750
batch 92800, ctc loss: 1.122031, cer: 0.224134, time/batch:   0.735
batch 92900, ctc loss: 1.118397, cer: 0.221617, time/batch:   0.761
batch 93000, ctc loss: 1.123878, cer: 0.222979, time/batch:   0.763
batch 93100, ctc loss: 1.130004, cer: 0.224671, time/batch:   0.771
batch 93200, ctc loss: 1.126868, cer: 0.223474, time/batch:   0.759
batch 93300, ctc loss: 1.146256, cer: 0.224836, time/batch:   0.761
batch 93400, ctc loss: 1.138224, cer: 0.224795, time/batch:   0.759
batch 93500, ctc loss: 1.133824, cer: 0.226941, time/batch:   0.715
batch 93600, ctc loss: 1.130678, cer: 0.224341, time/batch:   0.755
batch 93700, ctc loss: 1.133214, cer: 0.223515, time/batch:   0.749
batch 93800, ctc loss: 1.121527, cer: 0.224093, time/batch:   0.760
batch 93900, ctc loss: 1.116240, cer: 0.223020, time/batch:   0.744
batch 94000, ctc loss: 1.137758, cer: 0.224299, time/batch:   0.751
batch 94100, ctc loss: 1.129026, cer: 0.227972, time/batch:   0.763
batch 94200, ctc loss: 1.123637, cer: 0.224176, time/batch:   0.741
batch 94300, ctc loss: 1.121181, cer: 0.225785, time/batch:   0.751
batch 94400, ctc loss: 1.127302, cer: 0.223515, time/batch:   0.744
batch 94500, ctc loss: 1.132024, cer: 0.223804, time/batch:   0.760
batch 94600, ctc loss: 1.146873, cer: 0.225414, time/batch:   0.736
batch 94700, ctc loss: 1.127237, cer: 0.223969, time/batch:   0.741
batch 94800, ctc loss: 1.125841, cer: 0.225868, time/batch:   0.747
batch 94900, ctc loss: 1.128111, cer: 0.222484, time/batch:   0.752
batch 95000, ctc loss: 1.122033, cer: 0.222731, time/batch:   0.753
batch 95100, ctc loss: 1.118274, cer: 0.220957, time/batch:   0.753
batch 95200, ctc loss: 1.129455, cer: 0.224011, time/batch:   0.743
batch 95300, ctc loss: 1.110726, cer: 0.221080, time/batch:   0.749
batch 95400, ctc loss: 1.116436, cer: 0.223433, time/batch:   0.759
batch 95500, ctc loss: 1.110904, cer: 0.221122, time/batch:   0.735
batch 95600, ctc loss: 1.110806, cer: 0.219677, time/batch:   0.752
batch 95700, ctc loss: 1.129786, cer: 0.222071, time/batch:   0.763
batch 95800, ctc loss: 1.123032, cer: 0.221823, time/batch:   0.754
batch 95900, ctc loss: 1.120398, cer: 0.220998, time/batch:   0.755
batch 96000, ctc loss: 1.123572, cer: 0.220668, time/batch:   0.761
batch 96100, ctc loss: 1.120492, cer: 0.221906, time/batch:   0.768
batch 96200, ctc loss: 1.125421, cer: 0.220503, time/batch:   0.741
batch 96300, ctc loss: 1.128974, cer: 0.221452, time/batch:   0.743
batch 96400, ctc loss: 1.123154, cer: 0.220915, time/batch:   0.760
batch 96500, ctc loss: 1.114444, cer: 0.221906, time/batch:   0.754
batch 96600, ctc loss: 1.112905, cer: 0.222525, time/batch:   0.752
batch 96700, ctc loss: 1.109425, cer: 0.225496, time/batch:   0.734
batch 96800, ctc loss: 1.113914, cer: 0.223020, time/batch:   0.768
batch 96900, ctc loss: 1.121514, cer: 0.222896, time/batch:   0.750
batch 97000, ctc loss: 1.116022, cer: 0.221122, time/batch:   0.757
batch 97100, ctc loss: 1.116472, cer: 0.219842, time/batch:   0.753
batch 97200, ctc loss: 1.109818, cer: 0.220131, time/batch:   0.741
batch 97300, ctc loss: 1.116705, cer: 0.218811, time/batch:   0.744
